QGC WPL 110
0	0	3	16	0	0	0	0	38.8296219	-77.3057108	0.000000	1
1	0	3	16	0	0	0	0	38.8294968	-77.3060164	0.000000	1
2	0	3	16	0	0	0	0	38.829545	-77.3062532	0.000000	1
3	0	3	16	0	0	0	0	38.829599	-77.3062941	0.000000	1
4	0	3	16	0	0	0	0	38.8296521	-77.3063292	0.000000	1
5	0	3	16	0	0	0	0	38.8297996	-77.3064329	0.000000	1
6	0	3	16	0	0	0	0	38.829879	-77.3064887	0.000000	1
7	0	3	16	0	0	0	0	38.8301498	-77.3066641	0.000000	1
8	0	3	16	0	0	0	0	38.8302839	-77.3067514	0.000000	1
9	0	3	16	0	0	0	0	38.8304188	-77.3068416	0.000000	1
10	0	3	16	0	0	0	0	38.8307225	-77.3070449	0.000000	1
11	0	3	16	0	0	0	0	38.8308641	-77.3071385	0.000000	1
12	0	3	16	0	0	0	0	38.8308785	-77.3071481	0.000000	1
13	0	3	16	0	0	0	0	38.8309747	-77.3072171	0.000000	1
14	0	3	16	0	0	0	0	38.8310225	-77.3072514	0.000000	1
15	0	3	16	0	0	0	0	38.8310586	-77.3072773	0.000000	1
16	0	3	16	0	0	0	0	38.8311975	-77.3072514	0.000000	1
17	0	3	16	0	0	0	0	38.8312578	-77.307262	0.000000	1
18	0	3	16	0	0	0	0	38.8313987	-77.3072867	0.000000	1
19	0	3	16	0	0	0	0	38.8314458	-77.3071906	0.000000	1
20	0	3	16	0	0	0	0	38.8315263	-77.3069939	0.000000	1
21	0	3	16	0	0	0	0	38.8315727	-77.3068432	0.000000	1
