QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
17	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
19	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
20	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
21	0	3	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	1
